Maturity,Put/Call,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
"January 21, 2022",puts,SPY220121P00470000,2021-11-19 4:05PM EST,470.0,12.35,12.23,12.29,0.32,+2.66%,3590,7117,15.20%
"January 21, 2022",puts,SPY220121P00471000,2021-11-19 3:59PM EST,471.0,12.78,12.63,12.7,0.43,+3.48%,141,1149,15.04%
"January 21, 2022",puts,SPY220121P00472000,2021-11-19 3:52PM EST,472.0,13.4,12.83,13.32,0.68,+5.35%,35,2009,15.13%
"January 21, 2022",puts,SPY220121P00473000,2021-11-19 3:39PM EST,473.0,14.02,13.26,13.77,0.76,+5.73%,10,361,14.99%
"January 21, 2022",puts,SPY220121P00474000,2021-11-19 2:13PM EST,474.0,13.71,13.7,14.25,0.03,+0.22%,13,447,14.86%
"January 21, 2022",puts,SPY220121P00475000,2021-11-19 3:35PM EST,475.0,14.43,14.17,14.74,0.26,+1.83%,378,2051,14.73%
"January 21, 2022",puts,SPY220121P00476000,2021-11-19 4:01PM EST,476.0,15.11,14.66,15.26,0.49,+3.35%,18,261,14.62%
"January 21, 2022",puts,SPY220121P00477000,2021-11-19 2:43PM EST,477.0,15.5,15.17,15.8,0.47,+3.13%,4,300,14.52%
"January 21, 2022",puts,SPY220121P00478000,2021-11-18 3:51PM EST,478.0,15.63,15.71,16.37,0.0,-,5,649,14.44%
"January 21, 2022",puts,SPY220121P00479000,2021-11-19 3:51PM EST,479.0,16.84,16.26,16.96,0.15,+0.90%,1,60,14.36%
"January 21, 2022",puts,SPY220121P00480000,2021-11-19 3:55PM EST,480.0,17.44,16.84,17.57,0.44,+2.59%,124,4051,14.30%
"January 21, 2022",puts,SPY220121P00481000,2021-11-19 4:02PM EST,481.0,17.95,17.44,18.2,-0.06,-0.33%,16,97,14.24%
"January 21, 2022",puts,SPY220121P00482000,2021-11-19 3:23PM EST,482.0,18.34,18.06,18.86,0.38,+2.12%,8,100,14.20%
"January 21, 2022",puts,SPY220121P00483000,2021-11-19 3:59PM EST,483.0,19.26,18.7,19.54,0.67,+3.60%,2,36,14.18%
"January 21, 2022",puts,SPY220121P00484000,2021-11-19 3:53PM EST,484.0,20.08,19.37,20.24,1.05,+5.52%,6,21,14.16%
"January 21, 2022",puts,SPY220121P00485000,2021-11-18 3:50PM EST,485.0,20.0,20.06,20.97,0.0,-,17,86,14.17%
"January 21, 2022",puts,SPY220121P00486000,2021-11-10 1:56PM EST,486.0,25.73,20.77,21.72,0.0,-,13,10,14.20%
"January 21, 2022",puts,SPY220121P00487000,2021-11-19 11:32AM EST,487.0,21.21,21.5,22.49,-11.17,-34.50%,10,19,14.24%
"January 21, 2022",puts,SPY220121P00488000,2021-11-19 12:14PM EST,488.0,21.56,22.26,23.27,-0.52,-2.36%,15,88,14.28%
"January 21, 2022",puts,SPY220121P00489000,2021-11-19 12:14PM EST,489.0,22.31,23.03,24.07,-0.95,-4.08%,31,33,14.33%
"January 21, 2022",puts,SPY220121P00490000,2021-11-19 2:27PM EST,490.0,23.79,23.82,24.9,0.09,+0.38%,47,303,14.42%
"January 21, 2022",puts,SPY220121P00491000,2021-11-12 11:19AM EST,491.0,27.0,24.62,25.74,0.0,-,2,23,14.52%
"January 21, 2022",puts,SPY220121P00492000,2021-11-11 11:06AM EST,492.0,30.4,25.45,26.59,0.0,-,4,27,14.62%
"January 21, 2022",puts,SPY220121P00493000,2021-11-16 2:54PM EST,493.0,26.05,26.29,27.46,0.0,-,4,2,14.74%
"January 21, 2022",puts,SPY220121P00495000,2021-11-19 1:26PM EST,495.0,27.99,28.01,29.24,-0.36,-1.27%,34,619,15.03%
"January 21, 2022",puts,SPY220121P00496000,2021-11-19 1:20PM EST,496.0,28.73,28.89,30.15,-0.45,-1.54%,6,287,15.20%
"January 21, 2022",puts,SPY220121P00499000,2021-11-16 1:24PM EST,499.0,31.22,31.59,32.9,0.0,-,5,15,15.69%
"January 21, 2022",puts,SPY220121P00500000,2021-11-19 4:13PM EST,500.0,33.51,32.51,33.82,1.19,+3.68%,27,12292,15.85%
"January 21, 2022",puts,SPY220121P00501000,2021-11-19 1:56PM EST,501.0,34.0,33.43,34.78,-5.8,-14.57%,1,0,16.08%
"January 21, 2022",puts,SPY220121P00505000,2021-11-05 10:56AM EST,505.0,37.75,37.2,38.57,0.0,-,50,54,16.85%
"January 21, 2022",puts,SPY220121P00510000,2021-11-18 10:47AM EST,510.0,44.41,42.01,43.42,0.0,-,1,1107,17.97%
"January 21, 2022",puts,SPY220121P00515000,2021-11-16 3:09PM EST,515.0,46.93,46.9,48.32,0.0,-,38,113,19.13%
"January 21, 2022",puts,SPY220121P00520000,2021-11-16 3:10PM EST,520.0,51.92,51.82,53.27,0.0,-,14,203,20.35%
"January 21, 2022",puts,SPY220121P00525000,2021-11-18 2:08PM EST,525.0,57.16,56.78,58.24,0.0,-,18,19,21.59%
"January 21, 2022",puts,SPY220121P00530000,2021-10-28 8:55AM EST,530.0,74.69,61.76,63.22,0.0,-,1,5,22.81%
"January 21, 2022",puts,SPY220121P00535000,2021-11-02 11:26AM EST,535.0,74.72,66.75,68.21,0.0,-,1,1,24.03%
"January 21, 2022",puts,SPY220121P00540000,2021-11-19 3:28PM EST,540.0,72.27,71.74,73.21,-30.83,-29.90%,21,247,25.25%
"January 21, 2022",puts,SPY220121P00545000,2021-08-25 4:31PM EST,545.0,181.34,101.49,102.94,0.0,-,-,1,67.71%
"January 21, 2022",puts,SPY220121P00550000,2021-10-19 10:00AM EST,550.0,101.25,81.73,83.19,0.0,-,20,330,27.55%
"January 21, 2022",puts,SPY220121P00560000,2021-10-25 8:49AM EST,560.0,108.13,91.72,93.19,0.0,-,50,150,29.82%
"January 21, 2022",puts,SPY220121P00565000,2021-08-25 4:31PM EST,565.0,181.51,121.45,122.9,0.0,-,8,0,74.35%
"January 21, 2022",puts,SPY220121P00570000,2021-08-25 4:31PM EST,570.0,133.38,126.44,127.89,0.0,-,300,100,75.92%
"January 21, 2022",puts,SPY220121P00580000,2021-11-04 8:57AM EST,580.0,114.93,111.71,113.17,0.0,-,20,22,34.06%
"January 21, 2022",puts,SPY220121P00600000,2021-11-05 11:00AM EST,600.0,132.05,131.7,133.16,0.0,-,20,80,38.05%
"January 21, 2022",puts,SPY220121P00610000,2021-09-07 2:59PM EST,610.0,161.56,170.79,172.33,0.0,-,-,1,94.16%
"January 21, 2022",puts,SPY220121P00615000,2021-10-29 11:18AM EST,615.0,157.8,146.7,148.16,0.0,-,40,10,40.93%
"January 21, 2022",puts,SPY220121P00620000,2021-09-20 10:40AM EST,620.0,186.94,167.82,168.86,0.0,-,35,69,76.26%
"January 21, 2022",puts,SPY220121P00625000,2021-10-19 2:37PM EST,625.0,176.0,156.69,158.15,0.0,-,1,74,42.74%
"January 21, 2022",calls,SPY220121C00115000,2021-11-05 1:01PM EST,115.0,353.11,353.28,354.75,0.0,-,150,170,126.17%
"January 21, 2022",calls,SPY220121C00120000,2021-11-17 10:34AM EST,120.0,348.29,348.29,349.75,0.0,-,14,14,122.85%
"January 21, 2022",calls,SPY220121C00125000,2021-11-19 12:37PM EST,125.0,345.84,343.3,344.76,4.18,+1.22%,25,150,120.31%
"January 21, 2022",calls,SPY220121C00130000,2021-11-18 11:04AM EST,130.0,337.24,338.31,339.76,0.0,-,50,51,117.19%
"January 21, 2022",calls,SPY220121C00140000,2021-08-25 4:24PM EST,140.0,238.42,303.22,304.7,0.0,-,1,0,0.00%
"January 21, 2022",calls,SPY220121C00145000,2021-08-25 4:24PM EST,145.0,276.36,298.23,299.7,0.0,-,210,0,0.00%
"January 21, 2022",calls,SPY220121C00150000,2021-10-29 11:12AM EST,150.0,308.64,318.31,319.77,0.0,-,1,7,104.98%
"January 21, 2022",calls,SPY220121C00155000,2021-10-29 11:12AM EST,155.0,303.66,313.31,314.77,0.0,-,1,1,102.05%
"January 21, 2022",calls,SPY220121C00160000,2021-09-16 2:39PM EST,160.0,287.65,285.15,286.51,0.0,-,2,3,0.00%
"January 21, 2022",calls,SPY220121C00165000,2021-08-25 4:24PM EST,165.0,204.8,278.25,279.72,0.0,-,1,1,0.00%
"January 21, 2022",calls,SPY220121C00170000,2021-10-06 10:23AM EST,170.0,259.6,297.47,298.99,0.0,-,1,10,90.04%
"January 21, 2022",calls,SPY220121C00175000,2021-09-16 2:40PM EST,175.0,272.75,270.15,271.51,0.0,-,2,1,0.00%
"January 21, 2022",calls,SPY220121C00180000,2021-08-25 4:24PM EST,180.0,236.75,263.28,264.75,0.0,-,2,2,0.00%
"January 21, 2022",calls,SPY220121C00185000,2021-09-16 1:05PM EST,185.0,261.71,260.15,261.51,0.0,-,81,0,0.00%
"January 21, 2022",calls,SPY220121C00190000,2021-09-16 1:05PM EST,190.0,256.68,255.16,256.52,0.0,-,5,1,0.00%
"January 21, 2022",calls,SPY220121C00195000,2021-08-30 12:24PM EST,195.0,257.59,238.39,240.24,0.0,-,5,0,0.00%
"January 21, 2022",calls,SPY220121C00200000,2021-11-16 9:42AM EST,200.0,268.41,268.33,269.79,0.0,-,4,168,80.66%
"January 21, 2022",calls,SPY220121C00205000,2021-11-09 12:53PM EST,205.0,261.54,263.33,264.79,0.0,-,1,11,78.52%
"January 21, 2022",calls,SPY220121C00210000,2021-10-27 11:05AM EST,210.0,245.88,258.33,259.79,0.0,-,1,35,76.37%
"January 21, 2022",calls,SPY220121C00215000,2021-10-05 1:31PM EST,215.0,220.01,252.73,253.8,0.0,-,1,5,0.00%
"January 21, 2022",calls,SPY220121C00220000,2021-11-01 8:50AM EST,220.0,239.27,248.34,249.8,0.0,-,6,47,72.66%
"January 21, 2022",calls,SPY220121C00225000,2021-10-22 9:08AM EST,225.0,229.0,243.35,244.81,0.0,-,1,24,71.09%
"January 21, 2022",calls,SPY220121C00230000,2021-09-16 1:19PM EST,230.0,216.73,215.24,216.59,0.0,-,28,11,0.00%
"January 21, 2022",calls,SPY220121C00235000,2021-10-22 8:32AM EST,235.0,218.12,233.36,234.82,0.0,-,1,6,67.58%
"January 21, 2022",calls,SPY220121C00240000,2021-11-17 11:47AM EST,240.0,228.68,228.37,229.83,0.0,-,1,49,66.06%
"January 21, 2022",calls,SPY220121C00245000,2021-11-17 9:47AM EST,245.0,223.47,223.38,224.84,0.0,-,3,34,64.55%
"January 21, 2022",calls,SPY220121C00250000,2021-11-18 10:25AM EST,250.0,217.05,218.38,219.84,0.0,-,10,91,62.70%
"January 21, 2022",calls,SPY220121C00255000,2021-11-10 2:28PM EST,255.0,208.0,213.39,214.85,0.0,-,5,61,61.23%
"January 21, 2022",calls,SPY220121C00260000,2021-11-17 11:47AM EST,260.0,208.78,208.4,209.86,0.0,-,1,120,59.72%
"January 21, 2022",calls,SPY220121C00265000,2021-11-03 1:48PM EST,265.0,198.51,203.41,204.87,0.0,-,6,26,58.25%
"January 21, 2022",calls,SPY220121C00270000,2021-11-10 3:55PM EST,270.0,194.68,198.42,199.88,0.0,-,10,56,56.79%
"January 21, 2022",calls,SPY220121C00275000,2021-11-15 12:07PM EST,275.0,192.0,193.43,194.89,0.0,-,1,21,55.32%
"January 21, 2022",calls,SPY220121C00280000,2021-11-18 10:29AM EST,280.0,186.84,188.45,189.91,0.0,-,17,112,54.15%
"January 21, 2022",calls,SPY220121C00285000,2021-11-09 12:53PM EST,285.0,182.4,183.46,184.92,0.0,-,1,37,52.69%
"January 21, 2022",calls,SPY220121C00290000,2021-11-08 1:23PM EST,290.0,179.15,178.48,179.94,0.0,-,4,14,51.47%
"January 21, 2022",calls,SPY220121C00295000,2021-11-09 1:55PM EST,295.0,171.5,173.49,174.95,0.0,-,1,330,50.00%
"January 21, 2022",calls,SPY220121C00300000,2021-11-17 4:06PM EST,300.0,168.16,168.51,169.97,0.0,-,15,866,58.04%
"January 21, 2022",calls,SPY220121C00301000,2021-10-07 2:39PM EST,301.0,139.46,166.94,167.65,0.0,-,4,21,0.00%
"January 21, 2022",calls,SPY220121C00302000,2021-08-25 4:24PM EST,302.0,129.35,142.28,143.62,0.0,-,1,1,0.00%
"January 21, 2022",calls,SPY220121C00303000,2021-11-19 3:48PM EST,303.0,166.23,165.5,166.99,7.43,+4.68%,2,4,57.10%
"January 21, 2022",calls,SPY220121C00304000,2021-11-05 2:26PM EST,304.0,164.51,164.51,165.99,0.0,-,3,3,56.74%
"January 21, 2022",calls,SPY220121C00305000,2021-11-17 2:06PM EST,305.0,163.86,163.53,164.99,0.0,-,30,339,56.36%
"January 21, 2022",calls,SPY220121C00307000,2021-10-28 12:39PM EST,307.0,150.82,161.52,163.0,0.0,-,-,1,55.71%
"January 21, 2022",calls,SPY220121C00308000,2021-09-15 1:01PM EST,308.0,139.45,137.76,139.05,0.0,-,3,3,0.00%
"January 21, 2022",calls,SPY220121C00309000,2021-11-04 2:57PM EST,309.0,157.5,159.53,161.01,0.0,-,2,6,55.05%
"January 21, 2022",calls,SPY220121C00310000,2021-11-16 3:40PM EST,310.0,159.8,158.56,160.01,0.0,-,5,940,54.69%
"January 21, 2022",calls,SPY220121C00312000,2021-10-18 9:11AM EST,312.0,134.25,156.55,158.02,0.0,-,-,0,54.04%
"January 21, 2022",calls,SPY220121C00314000,2021-08-25 4:24PM EST,314.0,122.67,130.54,131.85,0.0,-,-,2,0.00%
"January 21, 2022",calls,SPY220121C00315000,2021-11-18 3:53PM EST,315.0,155.02,153.58,155.03,0.0,-,1,283,53.03%
"January 21, 2022",calls,SPY220121C00316000,2021-11-04 10:39AM EST,316.0,149.87,152.57,154.04,0.0,-,1,0,52.76%
"January 21, 2022",calls,SPY220121C00317000,2021-11-19 3:50PM EST,317.0,152.14,151.57,153.04,0.51,+0.34%,1,4,52.39%
"January 21, 2022",calls,SPY220121C00318000,2021-11-19 3:57PM EST,318.0,151.14,150.58,152.05,4.41,+3.01%,2,2,52.11%
"January 21, 2022",calls,SPY220121C00319000,2021-11-19 3:59PM EST,319.0,150.28,149.58,151.05,4.55,+3.12%,2,16,51.75%
"January 21, 2022",calls,SPY220121C00320000,2021-11-19 10:13AM EST,320.0,149.6,148.6,150.06,1.4,+0.94%,1,2706,51.47%
"January 21, 2022",calls,SPY220121C00321000,2021-11-05 2:56PM EST,321.0,148.01,147.59,149.06,0.0,-,2,4,51.11%
"January 21, 2022",calls,SPY220121C00322000,2021-11-11 10:01AM EST,322.0,143.3,146.6,148.07,0.0,-,2,6,50.83%
"January 21, 2022",calls,SPY220121C00323000,2021-11-08 10:51AM EST,323.0,146.86,145.6,147.07,0.0,-,2,4,50.46%
"January 21, 2022",calls,SPY220121C00324000,2021-11-08 10:42AM EST,324.0,145.25,144.61,146.08,0.0,-,2,11,50.20%
"January 21, 2022",calls,SPY220121C00325000,2021-11-15 12:46PM EST,325.0,142.31,143.63,145.08,0.0,-,1,576,49.83%
"January 21, 2022",calls,SPY220121C00326000,2021-11-08 10:56AM EST,326.0,143.73,142.62,144.09,0.0,-,2,7,49.55%
"January 21, 2022",calls,SPY220121C00327000,2021-11-01 2:07PM EST,327.0,132.9,141.63,143.09,0.0,-,-,2,49.19%
"January 21, 2022",calls,SPY220121C00328000,2021-11-02 11:38AM EST,328.0,134.38,140.63,142.1,0.0,-,-,2,48.91%
"January 21, 2022",calls,SPY220121C00329000,2021-11-02 2:30PM EST,329.0,133.38,139.64,141.1,0.0,-,4,8,48.56%
"January 21, 2022",calls,SPY220121C00330000,2021-11-19 12:35PM EST,330.0,140.9,138.66,140.11,0.75,+0.54%,5,6002,48.29%
"January 21, 2022",calls,SPY220121C00331000,2021-11-03 8:58AM EST,331.0,131.07,137.65,139.11,0.0,-,2,4,47.93%
"January 21, 2022",calls,SPY220121C00332000,2021-11-10 1:14PM EST,332.0,133.57,136.66,138.12,0.0,-,2,8,47.66%
"January 21, 2022",calls,SPY220121C00333000,2021-11-10 12:55PM EST,333.0,133.57,135.67,137.13,0.0,-,2,12,47.38%
"January 21, 2022",calls,SPY220121C00334000,2021-11-15 10:30AM EST,334.0,134.07,134.67,136.13,0.0,-,3,8,47.02%
"January 21, 2022",calls,SPY220121C00335000,2021-11-18 3:40PM EST,335.0,134.9,133.7,135.14,0.0,-,3,2546,46.74%
"January 21, 2022",calls,SPY220121C00336000,2021-11-03 9:00AM EST,336.0,126.09,132.69,134.15,0.0,-,2,44,46.46%
"January 21, 2022",calls,SPY220121C00337000,2021-11-04 11:31AM EST,337.0,129.36,131.69,133.15,0.0,-,2,20,46.11%
"January 21, 2022",calls,SPY220121C00338000,2021-11-04 2:51PM EST,338.0,128.91,130.7,132.16,0.0,-,2,49,45.83%
"January 21, 2022",calls,SPY220121C00339000,2021-11-04 2:46PM EST,339.0,127.63,129.71,131.17,0.0,-,2,30,45.56%
"January 21, 2022",calls,SPY220121C00340000,2021-11-18 3:40PM EST,340.0,129.94,128.73,130.17,0.0,-,1,5788,45.20%
"January 21, 2022",calls,SPY220121C00341000,2021-11-04 11:38AM EST,341.0,125.65,127.72,129.18,0.0,-,2,49,44.92%
"January 21, 2022",calls,SPY220121C00342000,2021-11-11 12:16PM EST,342.0,122.6,126.73,128.19,0.0,-,1,10,44.64%
"January 21, 2022",calls,SPY220121C00343000,2021-11-04 2:58PM EST,343.0,123.96,125.74,127.19,0.0,-,1,6,44.30%
"January 21, 2022",calls,SPY220121C00344000,2021-11-09 3:45PM EST,344.0,123.94,124.75,126.2,0.0,-,2,7,44.02%
"January 21, 2022",calls,SPY220121C00345000,2021-11-18 2:46PM EST,345.0,124.75,123.77,125.21,0.0,-,1,3642,43.74%
"January 21, 2022",calls,SPY220121C00346000,2021-11-19 1:50PM EST,346.0,123.5,122.77,124.22,-0.5,-0.40%,1,172,43.46%
"January 21, 2022",calls,SPY220121C00347000,2021-11-03 9:00AM EST,347.0,115.22,121.78,123.22,0.0,-,1,125,43.10%
"January 21, 2022",calls,SPY220121C00348000,2021-11-01 1:14PM EST,348.0,111.65,120.79,122.23,0.0,-,10,8,42.82%
"January 21, 2022",calls,SPY220121C00349000,2021-11-11 12:39PM EST,349.0,116.19,119.8,121.24,0.0,-,2,3,42.54%
"January 21, 2022",calls,SPY220121C00350000,2021-11-19 12:02PM EST,350.0,120.86,118.82,120.25,1.74,+1.46%,7,3633,42.26%
"January 21, 2022",calls,SPY220121C00351000,2021-11-03 9:00AM EST,351.0,111.3,117.81,119.26,0.0,-,260,658,41.98%
"January 21, 2022",calls,SPY220121C00352000,2021-09-16 10:26AM EST,352.0,94.85,94.69,95.88,0.0,-,6,51,0.00%
"January 21, 2022",calls,SPY220121C00353000,2021-10-27 1:12PM EST,353.0,104.93,115.83,117.28,0.0,-,1,15,41.42%
"January 21, 2022",calls,SPY220121C00354000,2021-11-05 9:05AM EST,354.0,117.17,114.83,116.28,0.0,-,10,122,41.08%
"January 21, 2022",calls,SPY220121C00355000,2021-11-18 2:22PM EST,355.0,114.77,113.86,115.29,0.0,-,2,4768,40.78%
"January 21, 2022",calls,SPY220121C00356000,2021-11-05 9:05AM EST,356.0,115.26,112.86,114.3,0.0,-,10,122,40.50%
"January 21, 2022",calls,SPY220121C00357000,2021-11-08 2:11PM EST,357.0,112.91,111.87,113.31,0.0,-,4,24,40.22%
"January 21, 2022",calls,SPY220121C00358000,2021-08-25 4:24PM EST,358.0,73.84,88.22,89.33,0.0,-,1,3,0.00%
"January 21, 2022",calls,SPY220121C00359000,2021-11-04 9:35AM EST,359.0,108.46,109.9,111.33,0.0,-,5,19,39.65%
"January 21, 2022",calls,SPY220121C00360000,2021-11-19 11:41AM EST,360.0,110.73,108.91,110.35,0.16,+0.14%,2,6378,39.43%
"January 21, 2022",calls,SPY220121C00361000,2021-11-05 1:08PM EST,361.0,108.4,107.91,109.36,0.0,-,7,30,39.14%
"January 21, 2022",calls,SPY220121C00362000,2021-11-05 9:17AM EST,362.0,109.05,106.92,108.37,0.0,-,5,20,38.86%
"January 21, 2022",calls,SPY220121C00363000,2021-11-01 1:10PM EST,363.0,96.79,105.93,107.38,0.0,-,1,8,38.57%
"January 21, 2022",calls,SPY220121C00364000,2021-11-05 11:18AM EST,364.0,106.32,104.95,106.39,0.0,-,10,43,38.28%
"January 21, 2022",calls,SPY220121C00365000,2021-11-19 3:58PM EST,365.0,104.78,103.98,105.4,-1.25,-1.18%,31,9890,38.00%
"January 21, 2022",calls,SPY220121C00366000,2021-11-05 11:18AM EST,366.0,104.37,102.98,104.42,0.0,-,10,50,37.76%
"January 21, 2022",calls,SPY220121C00367000,2021-11-16 3:28PM EST,367.0,103.51,101.99,103.43,0.0,-,1,25,37.48%
"January 21, 2022",calls,SPY220121C00368000,2021-11-19 9:39AM EST,368.0,101.74,101.01,102.44,9.46,+10.25%,1,44,37.18%
"January 21, 2022",calls,SPY220121C00369000,2021-09-14 1:21PM EST,369.0,78.46,78.41,79.53,0.0,-,1,43,0.00%
"January 21, 2022",calls,SPY220121C00370000,2021-11-19 3:03PM EST,370.0,100.24,99.05,100.47,-0.14,-0.14%,13,6715,36.66%
"January 21, 2022",calls,SPY220121C00371000,2021-11-19 9:39AM EST,371.0,98.78,98.06,99.49,1.56,+1.60%,1,72,36.41%
"January 21, 2022",calls,SPY220121C00372000,2021-11-09 3:51PM EST,372.0,96.24,97.07,98.5,0.0,-,1,23,36.13%
"January 21, 2022",calls,SPY220121C00373000,2021-11-18 2:15PM EST,373.0,97.08,96.09,97.52,0.0,-,240,309,35.89%
"January 21, 2022",calls,SPY220121C00374000,2021-09-27 2:41PM EST,374.0,73.25,84.97,85.31,0.0,-,1,20,0.00%
"January 21, 2022",calls,SPY220121C00375000,2021-11-19 1:30PM EST,375.0,94.88,94.14,95.55,-0.69,-0.72%,2,9764,35.35%
"January 21, 2022",calls,SPY220121C00376000,2021-11-17 1:24PM EST,376.0,93.27,93.14,94.56,0.0,-,1,161,35.06%
"January 21, 2022",calls,SPY220121C00377000,2021-09-02 10:32AM EST,377.0,79.65,61.97,63.21,0.0,-,1,51,0.00%
"January 21, 2022",calls,SPY220121C00378000,2021-11-18 10:28AM EST,378.0,89.58,91.18,92.6,0.0,-,1,164,34.56%
"January 21, 2022",calls,SPY220121C00379000,2021-10-08 11:44AM EST,379.0,63.6,89.87,90.66,0.0,-,8,47,29.07%
"January 21, 2022",calls,SPY220121C00380000,2021-11-19 11:17AM EST,380.0,91.05,89.24,90.64,0.38,+0.42%,3,5911,34.06%
"January 21, 2022",calls,SPY220121C00381000,2021-10-20 8:30AM EST,381.0,72.4,88.24,89.66,0.0,-,1,76,33.81%
"January 21, 2022",calls,SPY220121C00382000,2021-11-19 12:25PM EST,382.0,89.38,87.26,88.68,0.69,+0.78%,2,358,33.56%
"January 21, 2022",calls,SPY220121C00383000,2021-10-18 9:04AM EST,383.0,65.45,86.28,87.7,0.0,-,1,68,33.30%
"January 21, 2022",calls,SPY220121C00384000,2021-11-19 10:03AM EST,384.0,87.1,85.32,86.72,1.5,+1.75%,1,565,33.05%
"January 21, 2022",calls,SPY220121C00385000,2021-11-19 1:11PM EST,385.0,86.38,84.36,85.74,2.73,+3.26%,89,5905,32.79%
"January 21, 2022",calls,SPY220121C00386000,2021-11-18 3:49PM EST,386.0,84.8,83.37,84.76,0.0,-,12,123,32.53%
"January 21, 2022",calls,SPY220121C00387000,2021-11-18 3:50PM EST,387.0,83.81,82.4,83.78,0.0,-,8,141,32.26%
"January 21, 2022",calls,SPY220121C00388000,2021-11-18 1:56PM EST,388.0,82.53,81.42,82.81,0.0,-,1,563,32.04%
"January 21, 2022",calls,SPY220121C00389000,2021-11-18 2:10PM EST,389.0,81.48,80.45,81.83,0.0,-,2,152,31.78%
"January 21, 2022",calls,SPY220121C00390000,2021-11-19 2:34PM EST,390.0,80.46,79.5,80.86,-0.36,-0.45%,64,7539,31.56%
"January 21, 2022",calls,SPY220121C00391000,2021-11-18 10:25AM EST,391.0,77.37,78.51,79.88,0.0,-,221,618,31.29%
"January 21, 2022",calls,SPY220121C00392000,2021-11-11 12:39PM EST,392.0,74.24,77.54,78.91,0.0,-,4,172,31.06%
"January 21, 2022",calls,SPY220121C00393000,2021-11-18 3:28PM EST,393.0,77.94,76.57,77.94,0.0,-,440,864,30.83%
"January 21, 2022",calls,SPY220121C00394000,2021-11-18 2:17PM EST,394.0,76.59,75.6,76.97,0.0,-,125,293,30.60%
"January 21, 2022",calls,SPY220121C00395000,2021-11-19 3:28PM EST,395.0,75.49,74.65,76.0,-0.49,-0.64%,4,7504,30.36%
"January 21, 2022",calls,SPY220121C00396000,2021-11-19 2:55PM EST,396.0,74.9,73.66,75.02,0.64,+0.86%,2,389,30.08%
"January 21, 2022",calls,SPY220121C00397000,2021-11-18 2:15PM EST,397.0,73.67,72.69,74.06,0.0,-,240,571,29.88%
"January 21, 2022",calls,SPY220121C00398000,2021-11-10 11:21AM EST,398.0,70.87,71.73,73.09,0.0,-,6,452,29.64%
"January 21, 2022",calls,SPY220121C00399000,2021-11-19 1:02PM EST,399.0,72.66,70.77,72.12,0.4,+0.55%,2,512,29.40%
"January 21, 2022",calls,SPY220121C00400000,2021-11-19 3:55PM EST,400.0,70.4,69.82,71.15,-1.06,-1.48%,7,17219,29.15%
"January 21, 2022",calls,SPY220121C00401000,2021-11-18 12:31PM EST,401.0,70.27,68.86,70.19,0.0,-,1,259,28.93%
"January 21, 2022",calls,SPY220121C00402000,2021-11-15 10:39AM EST,402.0,67.29,67.9,69.23,0.0,-,1,344,28.72%
"January 21, 2022",calls,SPY220121C00403000,2021-10-19 9:31AM EST,403.0,50.56,66.94,68.26,0.0,-,1,460,28.46%
"January 21, 2022",calls,SPY220121C00404000,2021-11-04 10:07AM EST,404.0,64.14,65.99,67.3,0.0,-,1,788,28.24%
"January 21, 2022",calls,SPY220121C00405000,2021-11-19 2:37PM EST,405.0,66.05,65.03,66.34,1.41,+2.18%,38,6870,28.01%
"January 21, 2022",calls,SPY220121C00406000,2021-11-05 10:17AM EST,406.0,66.04,64.09,65.38,0.0,-,2,403,27.78%
"January 21, 2022",calls,SPY220121C00407000,2021-11-11 9:37AM EST,407.0,59.79,63.14,64.43,0.0,-,2,313,27.58%
"January 21, 2022",calls,SPY220121C00408000,2021-11-19 1:11PM EST,408.0,64.06,62.18,63.47,3.23,+5.31%,5,361,27.34%
"January 21, 2022",calls,SPY220121C00409000,2021-11-16 2:33PM EST,409.0,62.74,61.25,62.51,0.0,-,2,608,27.11%
"January 21, 2022",calls,SPY220121C00410000,2021-11-19 3:22PM EST,410.0,61.0,60.3,61.56,-0.59,-0.96%,14,12946,26.89%
"January 21, 2022",calls,SPY220121C00411000,2021-11-15 10:04AM EST,411.0,59.16,59.35,60.61,0.0,-,1,792,26.68%
"January 21, 2022",calls,SPY220121C00412000,2021-11-18 11:58AM EST,412.0,59.01,58.42,59.66,0.0,-,2,611,26.46%
"January 21, 2022",calls,SPY220121C00413000,2021-11-17 10:05AM EST,413.0,57.1,57.48,58.71,0.0,-,1,375,26.24%
"January 21, 2022",calls,SPY220121C00414000,2021-11-18 9:53AM EST,414.0,56.42,56.54,57.76,0.0,-,1,650,26.01%
"January 21, 2022",calls,SPY220121C00415000,2021-11-19 4:06PM EST,415.0,56.21,55.6,56.82,0.57,+1.02%,11,11318,25.81%
"January 21, 2022",calls,SPY220121C00416000,2021-11-17 9:30AM EST,416.0,55.06,54.66,55.87,0.0,-,5,1066,25.57%
"January 21, 2022",calls,SPY220121C00417000,2021-11-19 3:17PM EST,417.0,54.33,53.73,54.93,-1.21,-2.18%,2,632,25.36%
"January 21, 2022",calls,SPY220121C00418000,2021-11-19 3:30PM EST,418.0,53.63,52.81,53.99,-0.14,-0.26%,2,825,25.15%
"January 21, 2022",calls,SPY220121C00419000,2021-11-18 9:53AM EST,419.0,51.75,51.88,53.05,0.0,-,1,738,24.93%
