Contract Name,Type,Put/Call,Strike,Maturity (Year),Market Price,Implied Vol,Delta,Gamma,Vega,Rho,Theta
SPY211217P00364000,European,Put,364.0,0.4404761905,6.09,0.267456,-0.144188,0.00296559,65.0017,-29.8372,-17.9245
SPY211217P00365000,European,Put,365.0,0.4404761905,6.47,0.27037,-0.149895,0.00301099,66.7159,-31.0793,-18.5902
SPY211217P00366000,European,Put,366.0,0.4404761905,6.26,0.264275,-0.148913,0.00306695,66.4239,-30.8019,-18.0579
SPY211217P00367000,European,Put,367.0,0.4404761905,6.46,0.264378,-0.15263,0.00311649,67.5232,-31.59,-18.3477
SPY211217P00368000,European,Put,368.0,0.4404761905,6.57,0.263088,-0.155338,0.00316843,68.3136,-32.1485,-18.451
SPY211217P00369000,European,Put,369.0,0.4404761905,6.52,0.259423,-0.156268,0.00322586,68.5829,-32.3016,-18.2368
SPY211217P00370000,European,Put,370.0,0.4404761905,7.01,0.263582,-0.163235,0.00326688,70.5685,-33.8295,-19.062
SPY211217P00371000,European,Put,371.0,0.4404761905,6.48,0.252998,-0.158885,0.00334408,69.3354,-32.7768,-17.9239
SPY211217P00372000,European,Put,372.0,0.4404761905,6.85,0.255382,-0.164676,0.00339106,70.9721,-34.0304,-18.51
SPY211217P00373000,European,Put,373.0,0.4404761905,6.97,0.254121,-0.167647,0.00344748,71.7967,-34.6429,-18.6091
SPY211217P00374000,European,Put,374.0,0.4404761905,6.88,0.249898,-0.168322,0.00351482,71.9826,-34.7303,-18.3124
SPY211217P00375000,European,Put,375.0,0.4404761905,7.1,0.249994,-0.172478,0.00356879,73.1159,-35.61,-18.5885
SPY211217P00376000,European,Put,376.0,0.4404761905,7.04,0.246196,-0.173571,0.00363845,73.4107,-35.7893,-18.3447
SPY211217P00377000,European,Put,377.0,0.4404761905,6.78,0.239656,-0.172405,0.00372172,73.0961,-35.4551,-17.7344
SPY211217P00378000,European,Put,378.0,0.4404761905,7.03,0.240119,-0.177075,0.00377812,74.3471,-36.4449,-18.0538
SPY211217P00379000,European,Put,379.0,0.4404761905,7.82,0.247641,-0.187468,0.00379629,77.0449,-38.7501,-19.3071
SPY211217P00380000,European,Put,380.0,0.4404761905,8.31,0.250925,-0.194345,0.00383034,78.7667,-40.261,-19.9931
SPY211217P00381000,European,Put,381.0,0.4404761905,7.79,0.24117,-0.191103,0.00394452,77.9613,-39.4215,-18.9514
SPY211217P00382000,European,Put,382.0,0.4404761905,7.79,0.23813,-0.193142,0.00402089,78.469,-39.8054,-18.7963
SPY211217P00383000,European,Put,383.0,0.4404761905,7.92,0.236745,-0.196584,0.00408811,79.3167,-40.511,-18.8579
SPY211217P00384000,European,Put,384.0,0.4404761905,7.71,0.231026,-0.196504,0.00418827,79.2972,-40.4034,-18.3444
SPY211217P00385000,European,Put,385.0,0.4404761905,9.0,0.243977,-0.211526,0.00414391,82.8555,-43.8007,-20.2896
SPY211217P00386000,European,Put,386.0,0.4404761905,8.96,0.240347,-0.213438,0.00422868,83.2923,-44.1432,-20.0465
SPY211217P00387000,European,Put,387.0,0.4404761905,8.96,0.2372,-0.215772,0.00431195,83.8205,-44.5827,-19.8645
SPY211217P00388000,European,Put,388.0,0.4404761905,8.8,0.232134,-0.216647,0.00441639,84.0171,-44.677,-19.4286
SPY211217P00389000,European,Put,389.0,0.4404761905,9.27,0.234568,-0.223475,0.00444906,85.5261,-46.1699,-19.972
SPY211217P00390000,European,Put,390.0,0.4404761905,9.75,0.236983,-0.230248,0.00447852,86.9788,-47.6569,-20.507
SPY211217P00391000,European,Put,391.0,0.4404761905,9.11,0.226336,-0.227089,0.00465296,86.3066,-46.7801,-19.3363
SPY211217P00392000,European,Put,392.0,0.4404761905,9.24,0.224667,-0.230931,0.00473185,87.1228,-47.5608,-19.3336
SPY211217P00393000,European,Put,393.0,0.4404761905,10.03,0.230489,-0.240604,0.00471788,89.1167,-49.7306,-20.2994
SPY211217P00394000,European,Put,394.0,0.4404761905,9.9,0.225768,-0.242288,0.00483481,89.4549,-49.9904,-19.8927
SPY211217P00395000,European,Put,395.0,0.4404761905,10.13,0.225089,-0.247098,0.004901,90.4067,-50.9975,-20.0059
SPY211217P00396000,European,Put,396.0,0.4404761905,10.29,0.223587,-0.251364,0.00497904,91.2334,-51.8714,-20.0086
SPY211217P00397000,European,Put,397.0,0.4404761905,10.22,0.219526,-0.253802,0.00509701,91.6986,-52.2999,-19.6779
SPY211217P00398000,European,Put,398.0,0.4404761905,10.01,0.213932,-0.255135,0.00524466,91.9506,-52.4583,-19.1472
SPY211217P00399000,European,Put,399.0,0.4404761905,10.89,0.22017,-0.265437,0.00520108,93.8455,-54.7862,-20.1307
SPY211217P00400000,European,Put,400.0,0.4404761905,11.64,0.224786,-0.274234,0.00517812,95.3901,-56.7733,-20.896
SPY211217P00401000,European,Put,401.0,0.4404761905,10.88,0.213344,-0.27199,0.00543366,95.0023,-56.0158,-19.6091
SPY211217P00402000,European,Put,402.0,0.4404761905,11.29,0.214286,-0.278518,0.0054733,96.1181,-57.4258,-19.8966
SPY211217P00403000,European,Put,403.0,0.4404761905,11.41,0.212128,-0.282937,0.00557124,96.8527,-58.311,-19.7843
SPY211217P00404000,European,Put,404.0,0.4404761905,10.57,0.199959,-0.280256,0.00588322,96.409,-57.436,-18.3988
SPY211217P00405000,European,Put,405.0,0.4404761905,12.19,0.213256,-0.295679,0.0056577,98.8787,-61.0542,-20.2324
SPY211217P00406000,European,Put,406.0,0.4404761905,11.94,0.207219,-0.297878,0.00584231,99.2147,-61.3582,-19.6153
SPY211217P00407000,European,Put,407.0,0.4404761905,12.77,0.21208,-0.307108,0.00578704,100.581,-63.462,-20.3642
SPY211217P00408000,European,Put,408.0,0.4404761905,12.54,0.206227,-0.30977,0.00597384,100.963,-63.8621,-19.7609
SPY211217P00409000,European,Put,409.0,0.4404761905,12.36,0.20088,-0.312859,0.00615929,101.398,-64.3647,-19.2169
SPY211217P00410000,European,Put,410.0,0.4404761905,13.73,0.210795,-0.32499,0.00596421,103.033,-67.2526,-20.5741
SPY211217P00411000,European,Put,411.0,0.4404761905,12.05,0.190687,-0.319769,0.00654904,102.344,-65.5295,-18.1777
SPY211217P00412000,European,Put,412.0,0.4404761905,14.2,0.208018,-0.336241,0.00612662,104.444,-69.5785,-20.4415
SPY211217P00413000,European,Put,413.0,0.4404761905,14.38,0.206034,-0.341724,0.00622422,105.096,-70.6903,-20.2913
SPY211217P00414000,European,Put,414.0,0.4404761905,14.63,0.20468,-0.347619,0.00630562,105.771,-71.9107,-20.2124
SPY211217P00415000,European,Put,415.0,0.4404761905,15.17,0.206027,-0.354782,0.00631079,106.554,-73.4975,-20.4611
SPY211217P00416000,European,Put,416.0,0.4404761905,15.1,0.201552,-0.359529,0.00648103,107.052,-74.3608,-19.9813
SPY211217P00417000,European,Put,417.0,0.4404761905,15.48,0.201278,-0.366156,0.00653021,107.717,-75.7762,-20.0143
SPY211217P00418000,European,Put,418.0,0.4404761905,15.76,0.200012,-0.372466,0.00660831,108.32,-77.0879,-19.9167
SPY211217P00419000,European,Put,419.0,0.4404761905,16.19,0.200083,-0.37932,0.00664381,108.941,-78.5681,-19.9766
SPY211217P00420000,European,Put,420.0,0.4404761905,16.3,0.197144,-0.385272,0.00677444,109.451,-79.7375,-19.6564
SPY211217P00421000,European,Put,421.0,0.4404761905,16.74,0.197191,-0.392252,0.00680776,110.015,-81.2458,-19.6972
SPY211217P00422000,European,Put,422.0,0.4404761905,17.04,0.195899,-0.398918,0.00688414,110.521,-82.6333,-19.564
SPY211217P00423000,European,Put,423.0,0.4404761905,17.37,0.194826,-0.405731,0.00695226,111.003,-84.0617,-19.4494
SPY211217P00424000,European,Put,424.0,0.4404761905,17.45,0.191433,-0.412191,0.00710263,111.429,-85.3136,-19.0385
SPY211217P00425000,European,Put,425.0,0.4404761905,18.01,0.192332,-0.419561,0.00709787,111.877,-86.9484,-19.1509
SPY211217P00426000,European,Put,426.0,0.4404761905,17.7,0.185337,-0.425893,0.00738901,112.23,-88.0041,-18.2728
SPY211217P00427000,European,Put,427.0,0.4404761905,18.58,0.188987,-0.433709,0.00727186,112.626,-89.8639,-18.7099
SPY211217P00428000,European,Put,428.0,0.4404761905,18.47,0.183704,-0.440778,0.00750222,112.946,-91.1467,-18.0234
SPY211217P00429000,European,Put,429.0,0.4404761905,18.84,0.18266,-0.448322,0.00756522,113.247,-92.7304,-17.8559
SPY211217P00430000,European,Put,430.0,0.4404761905,19.62,0.185196,-0.455867,0.00747875,113.507,-94.4948,-18.1295
SPY211217P00431000,European,Put,431.0,0.4404761905,19.85,0.182779,-0.463526,0.00759246,113.729,-96.0386,-17.7705
SPY211217P00432000,European,Put,432.0,0.4404761905,20.31,0.182338,-0.471168,0.00762282,113.908,-97.6805,-17.6511
SPY211217P00433000,European,Put,433.0,0.4404761905,20.62,0.180507,-0.479047,0.00770967,114.049,-99.3009,-17.3449
SPY211217P00434000,European,Put,434.0,0.4404761905,20.02,0.170569,-0.488655,0.00816683,114.16,-100.846,-15.9861
SPY211217P00435000,European,Put,435.0,0.4404761905,21.36,0.177712,-0.495041,0.00784113,114.198,-102.639,-16.8105
SPY211217P00436000,European,Put,436.0,0.4404761905,21.03,0.170031,-0.505014,0.00819534,114.198,-104.372,-15.7097
SPY211217P00437000,European,Put,437.0,0.4404761905,22.29,0.176327,-0.511007,0.00790033,114.163,-106.055,-16.4168
SPY211217P00438000,European,Put,438.0,0.4404761905,21.22,0.161953,-0.524428,0.00858865,113.992,-108.112,-14.398
SPY211217P00439000,European,Put,439.0,0.4404761905,20.85,0.153666,-0.536883,0.00903005,113.718,-110.294,-13.1454
SPY211217P00440000,European,Put,440.0,0.4404761905,22.93,0.167041,-0.538706,0.00830339,113.669,-111.554,-14.7861
SPY211217P00441000,European,Put,441.0,0.4404761905,21.62,0.150206,-0.556711,0.00918384,113.051,-114.368,-12.3379
SPY211217P00442000,European,Put,442.0,0.4404761905,23.1,0.158138,-0.560379,0.00871125,112.896,-115.71,-13.2466
SPY211217P00443000,European,Put,443.0,0.4404761905,24.27,0.16326,-0.5654,0.00842095,112.668,-117.171,-13.7722
SPY211217P00445000,European,Put,445.0,0.4404761905,23.33,0.143714,-0.597992,0.00940282,110.744,-122.895,-10.6111
SPY211217P00446000,European,Put,446.0,0.4404761905,23.65,0.140858,-0.609919,0.0095155,109.844,-125.282,-9.96336
SPY211217P00450000,European,Put,450.0,0.4404761905,28.5,0.161748,-0.622961,0.00820315,108.738,-129.875,-12.0865
SPY211217P00452000,European,Put,452.0,0.4404761905,28.15,0.145845,-0.657029,0.00880503,105.241,-136.137,-9.16473
SPY211217P00453000,European,Put,453.0,0.4404761905,30.12,0.158148,-0.650296,0.00817884,106.003,-135.736,-10.7955
SPY211217P00455000,European,Put,455.0,0.4404761905,28.67,0.130119,-0.705716,0.0092524,98.6636,-145.535,-5.74448
SPY211217P00456000,European,Put,456.0,0.4404761905,29.31,0.129185,-0.716017,0.00916444,97.0241,-147.757,-5.26466
SPY211217P00457000,European,Put,457.0,0.4404761905,29.92,0.127811,-0.727055,0.00908575,95.1679,-150.104,-4.70164
SPY211217P00458000,European,Put,458.0,0.4404761905,29.92,0.11961,-0.751273,0.00925539,90.7243,-154.665,-2.93571
SPY211217P00459000,European,Put,459.0,0.4404761905,31.77,0.13154,-0.737087,0.00866324,93.3899,-152.808,-4.67495
SPY211217P00460000,European,Put,460.0,0.4404761905,33.81,0.145273,-0.721837,0.00806842,96.0583,-150.835,-6.69053
SPY211217P00461000,European,Put,461.0,0.4404761905,34.32,0.142727,-0.7335,0.00803943,94.0357,-153.256,-5.93838
SPY211217P00462000,European,Put,462.0,0.4404761905,37.92,0.172405,-0.697439,0.00707176,99.9169,-148.05,-10.573
SPY211217P00463000,European,Put,463.0,0.4404761905,40.29,0.188875,-0.683944,0.00657935,101.84,-146.553,-12.9442
SPY211217P00464000,European,Put,464.0,0.4404761905,41.14,0.190153,-0.688566,0.00649393,101.198,-147.798,-12.8779
SPY211217P00465000,European,Put,465.0,0.4404761905,37.73,0.146542,-0.756012,0.00747691,89.7937,-158.998,-5.29164
SPY211217P00470000,European,Put,470.0,0.4404761905,41.17,0.140104,-0.800887,0.00696155,79.9315,-168.964,-2.46241
SPY211217P00475000,European,Put,475.0,0.4404761905,55.98,0.258036,-0.677278,0.00485826,102.736,-152.208,-20.8587
SPY211217P00480000,European,Put,480.0,0.4404761905,51.92,0.172424,-0.802609,0.00562705,79.5134,-174.024,-5.00614
SPY211217P00485000,European,Put,485.0,0.4404761905,58.48,0.202923,-0.782688,0.00506109,84.166,-173.162,-8.88294
SPY211217P00490000,European,Put,490.0,0.4404761905,55.84,,,,,,
SPY211217P00495000,European,Put,495.0,0.4404761905,109.42,0.619736,-0.548487,0.00223202,113.362,-151.493,-70.5585
SPY211217P00500000,European,Put,500.0,0.4404761905,65.36,,,,,,
SPY211217P00505000,European,Put,505.0,0.4404761905,84.11,0.312061,-0.740018,0.00363077,92.8538,-176.415,-22.1901
SPY211217P00510000,European,Put,510.0,0.4404761905,89.31,0.325375,-0.743458,0.00345825,92.215,-179.353,-23.1792
SPY211217P00515000,European,Put,515.0,0.4404761905,129.55,0.672894,-0.566323,0.00204233,112.625,-163.718,-76.0942
SPY211217P00520000,European,Put,520.0,0.4404761905,134.42,0.684071,-0.570723,0.00200508,112.407,-166.692,-77.1738
SPY211217P00525000,European,Put,525.0,0.4404761905,97.7,0.275574,-0.833171,0.0031691,71.5707,-199.944,-10.2594
SPY211217P00540000,European,Put,540.0,0.4404761905,108.69,0.234261,-0.911218,0.00239706,46.0193,-219.484,1.07691
SPY211217P00550000,European,Put,550.0,0.4404761905,134.83,0.468826,-0.731036,0.00245886,94.4728,-197.064,-38.3224
SPY211217P00555000,European,Put,555.0,0.4404761905,131.95,0.388069,-0.799108,0.0025268,80.3602,-208.615,-22.7446
SPY211217P00570000,European,Put,570.0,0.4404761905,179.4,0.749741,-0.619982,0.00177403,109.002,-195.782,-80.8902
SPY211217P00600000,European,Put,600.0,0.4404761905,187.44,0.590096,-0.738694,0.00192509,93.0969,-221.68,-48.9124
SPY211217P00605000,European,Put,605.0,0.4404761905,193.2,0.606995,-0.736001,0.00188134,93.5865,-223.71,-50.9125
SPY211217P00615000,European,Put,615.0,0.4404761905,200.7,0.596504,-0.755091,0.00184057,89.9762,-230.608,-46.9349
SPY211231C00200000,European,Call,200.0,0.4801587302,236.0,0.812988,0.950703,0.000419668,30.4799,81.7035,-30.3504
SPY211231C00205000,European,Call,205.0,0.4801587302,201.87,,,,,,
SPY211231C00210000,European,Call,210.0,0.4801587302,212.0,,,,,,
SPY211231C00220000,European,Call,220.0,0.4801587302,195.78,,,,,,
SPY211231C00225000,European,Call,225.0,0.4801587302,181.97,,,,,,
SPY211231C00230000,European,Call,230.0,0.4801587302,177.06,,,,,,
SPY211231C00235000,European,Call,235.0,0.4801587302,172.24,,,,,,
SPY211231C00240000,European,Call,240.0,0.4801587302,167.24,,,,,,
SPY211231C00245000,European,Call,245.0,0.4801587302,193.0,0.666428,0.928234,0.000687101,40.9071,97.7405,-33.8272
SPY211231C00250000,European,Call,250.0,0.4801587302,183.83,0.527344,0.953927,0.000612873,28.8728,107.414,-21.8325
SPY211231C00255000,European,Call,255.0,0.4801587302,161.5,,,,,,
SPY211231C00260000,European,Call,260.0,0.4801587302,147.75,,,,,,
SPY211231C00265000,European,Call,265.0,0.4801587302,143.06,,,,,,
SPY211231C00270000,European,Call,270.0,0.4801587302,138.23,,,,,,
SPY211231C00275000,European,Call,275.0,0.4801587302,133.06,,,,,,
SPY211231C00280000,European,Call,280.0,0.4801587302,129.13,,,,,,
SPY211231C00285000,European,Call,285.0,0.4801587302,124.23,,,,,,
SPY211231C00290000,European,Call,290.0,0.4801587302,128.24,,,,,,
SPY211231C00295000,European,Call,295.0,0.4801587302,139.05,0.382309,0.942805,0.00100403,34.2914,126.633,-20.6986
SPY211231C00300000,European,Call,300.0,0.4801587302,138.06,0.46051,0.904493,0.00123278,50.7166,119.25,-30.9566
SPY211231C00305000,European,Call,305.0,0.4801587302,111.54,,,,,,
SPY211231C00310000,European,Call,310.0,0.4801587302,109.77,,,,,,
SPY211231C00315000,European,Call,315.0,0.4801587302,123.74,0.422707,0.890761,0.0014809,55.9227,123.309,-31.4777
SPY211231C00320000,European,Call,320.0,0.4801587302,108.59,,,,,,
SPY211231C00325000,European,Call,325.0,0.4801587302,111.81,0.354538,0.901163,0.00164205,52.0083,131.171,-26.5003
SPY211231C00329000,European,Call,329.0,0.4801587302,84.75,,,,,,
SPY211231C00330000,European,Call,330.0,0.4801587302,103.27,0.256958,0.946432,0.0014185,32.5624,144.558,-16.7573
SPY211231C00333000,European,Call,333.0,0.4801587302,102.49,0.303917,0.91138,0.00176726,47.9823,137.742,-22.8503
SPY211231C00334000,European,Call,334.0,0.4801587302,82.39,,,,,,
SPY211231C00335000,European,Call,335.0,0.4801587302,88.3,,,,,,
SPY211231C00336000,European,Call,336.0,0.4801587302,81.7,,,,,,
SPY211231C00337000,European,Call,337.0,0.4801587302,76.53,,,,,,
SPY211231C00339000,European,Call,339.0,0.4801587302,66.45,,,,,,
SPY211231C00340000,European,Call,340.0,0.4801587302,86.83,,,,,,
SPY211231C00342000,European,Call,342.0,0.4801587302,76.9,,,,,,
SPY211231C00343000,European,Call,343.0,0.4801587302,89.09,0.175705,0.975559,0.00109199,17.1406,157.341,-11.8919
SPY211231C00344000,European,Call,344.0,0.4801587302,70.6,,,,,,
SPY211231C00345000,European,Call,345.0,0.4801587302,69.64,,,,,,
SPY211231C00346000,European,Call,346.0,0.4801587302,91.09,0.296059,0.88355,0.00221312,58.5339,137.507,-25.6976
SPY211231C00348000,European,Call,348.0,0.4801587302,78.3,,,,,,
SPY211231C00349000,European,Call,349.0,0.4801587302,76.83,,,,,,
SPY211231C00350000,European,Call,350.0,0.4801587302,90.33,0.334396,0.848869,0.0023445,70.0384,130.758,-31.6648
SPY211231C00351000,European,Call,351.0,0.4801587302,66.13,,,,,,
SPY211231C00352000,European,Call,352.0,0.4801587302,73.92,,,,,,
SPY211231C00353000,European,Call,353.0,0.4801587302,86.96,0.319538,0.848608,0.00245634,70.1189,132.322,-30.695
SPY211231C00354000,European,Call,354.0,0.4801587302,84.39,0.29314,0.862196,0.00251314,65.8138,136.344,-27.6772
SPY211231C00355000,European,Call,355.0,0.4801587302,69.52,,,,,,
SPY211231C00356000,European,Call,356.0,0.4801587302,55.81,,,,,,
SPY211231C00357000,European,Call,357.0,0.4801587302,55.25,,,,,,
SPY211231C00358000,European,Call,358.0,0.4801587302,50.79,,,,,,
SPY211231C00359000,European,Call,359.0,0.4801587302,53.63,,,,,,
SPY211231C00360000,European,Call,360.0,0.4801587302,80.92,0.310669,0.832089,0.00270366,75.037,131.834,-31.6113
SPY211231C00361000,European,Call,361.0,0.4801587302,70.83,0.0878906,0.998678,0.000165472,1.29925,170.852,-9.62653
SPY211231C00362000,European,Call,362.0,0.4801587302,45.49,,,,,,
SPY211231C00363000,European,Call,363.0,0.4801587302,72.4,0.217781,0.892489,0.00284158,55.2846,148.315,-20.7909
SPY211231C00364000,European,Call,364.0,0.4801587302,72.06,0.226631,0.88099,0.00293594,59.4417,146.12,-22.1593
SPY211231C00365000,European,Call,365.0,0.4801587302,65.57,,,,,,
SPY211231C00366000,European,Call,366.0,0.4801587302,70.68,0.231209,0.869817,0.00306414,63.2903,144.49,-23.2786
SPY211231C00367000,European,Call,367.0,0.4801587302,42.88,,,,,,
SPY211231C00368000,European,Call,368.0,0.4801587302,71.99,0.273056,0.8292,0.00310995,75.863,135.529,-29.1128
SPY211231C00369000,European,Call,369.0,0.4801587302,70.22,0.259609,0.835375,0.00319439,74.0853,137.646,-27.6877
SPY211231C00370000,European,Call,370.0,0.4801587302,69.15,0.255623,0.834668,0.00325322,74.2912,138.014,-27.4555
SPY211231C00371000,European,Call,371.0,0.4801587302,69.3,0.267792,0.821805,0.00325762,77.9332,135.304,-29.2617
SPY211231C00372000,European,Call,372.0,0.4801587302,64.31,0.208492,0.868433,0.00342293,63.7547,147.264,-22.0366
SPY211231C00373000,European,Call,373.0,0.4801587302,41.17,,,,,,
SPY211231C00374000,European,Call,374.0,0.4801587302,40.47,,,,,,
SPY211231C00375000,European,Call,375.0,0.4801587302,64.59,0.246239,0.822401,0.00353528,77.7688,137.688,-27.6031
SPY211231C00376000,European,Call,376.0,0.4801587302,55.0,,,,,,
SPY211231C00377000,European,Call,377.0,0.4801587302,50.53,,,,,,
SPY211231C00378000,European,Call,378.0,0.4801587302,53.85,,,,,,
SPY211231C00379000,European,Call,379.0,0.4801587302,47.28,,,,,,
SPY211231C00380000,European,Call,380.0,0.4801587302,62.64,0.267735,0.786177,0.00363967,87.0547,131.193,-31.5714
SPY211231C00381000,European,Call,381.0,0.4801587302,55.83,0.191174,0.847879,0.00411877,70.3431,147.12,-22.1905
SPY211231C00382000,European,Call,382.0,0.4801587302,28.56,,,,,,
SPY211231C00383000,European,Call,383.0,0.4801587302,59.27,0.253725,0.782987,0.00387378,87.8056,132.157,-30.5534
SPY211231C00384000,European,Call,384.0,0.4801587302,58.42,0.252199,0.779668,0.00393141,88.5761,131.884,-30.601
SPY211231C00385000,European,Call,385.0,0.4801587302,56.1,0.233774,0.788874,0.00413762,86.4114,134.887,-28.5417
SPY211231C00386000,European,Call,386.0,0.4801587302,54.65,0.225353,0.791016,0.00426659,85.8952,136.022,-27.726
SPY211231C00387000,European,Call,387.0,0.4801587302,30.74,,,,,,
SPY211231C00388000,European,Call,388.0,0.4801587302,48.46,0.166416,0.84229,0.00484565,72.0397,149.512,-20.8041
SPY211231C00389000,European,Call,389.0,0.4801587302,54.88,0.251923,0.757292,0.00415385,93.4852,128.994,-31.7026
SPY211231C00390000,European,Call,390.0,0.4801587302,53.05,0.239611,0.760916,0.0043317,92.7234,130.616,-30.4042
SPY211231C00391000,European,Call,391.0,0.4801587302,53.59,0.252781,0.747476,0.00422836,95.4864,127.6,-32.2352
SPY211231C00392000,European,Call,392.0,0.4801587302,40.25,0.0576782,0.993676,0.00103327,5.32415,184.509,-10.5874
SPY211231C00393000,European,Call,393.0,0.4801587302,40.98,0.114365,0.895256,0.00531013,54.2529,163.969,-15.5856
SPY211231C00394000,European,Call,394.0,0.4801587302,48.99,0.225773,0.750992,0.00469916,94.78,130.53,-29.5468
SPY211231C00395000,European,Call,395.0,0.4801587302,48.33,0.226059,0.745621,0.00474641,95.8542,129.745,-29.7842
SPY211231C00396000,European,Call,396.0,0.4801587302,42.94,0.174665,0.786245,0.00557804,87.0386,140.666,-23.6586
SPY211231C00397000,European,Call,397.0,0.4801587302,36.93,0.103712,0.891624,0.00600145,55.6045,165.169,-15.1965
SPY211231C00398000,European,Call,398.0,0.4801587302,36.15,0.105143,0.881963,0.0062917,59.098,163.561,-15.5724
SPY211231C00399000,European,Call,399.0,0.4801587302,40.47,0.171547,0.77102,0.00590737,90.5319,138.729,-23.8923
SPY211231C00400000,European,Call,400.0,0.4801587302,42.6,0.201845,0.736412,0.00541449,97.6338,130.607,-27.7893
SPY211231C00401000,European,Call,401.0,0.4801587302,37.21,0.151253,0.782034,0.00651467,88.0281,142.554,-21.7976
SPY211231C00402000,European,Call,402.0,0.4801587302,34.12,0.123243,0.817364,0.00718857,79.146,151.285,-18.576
SPY211231C00403000,European,Call,403.0,0.4801587302,32.98,0.118704,0.817684,0.00745527,79.0594,151.898,-18.2253
SPY211231C00404000,European,Call,404.0,0.4801587302,26.84,,,,,,
SPY211231C00405000,European,Call,405.0,0.4801587302,41.68,0.225153,0.692361,0.00522489,105.094,122.013,-31.4299
SPY211231C00406000,European,Call,406.0,0.4801587302,39.14,0.206761,0.697329,0.00564869,104.338,124.251,-29.3788
SPY211231C00407000,European,Call,407.0,0.4801587302,31.46,0.135965,0.757366,0.00769519,93.4698,140.255,-21.0387
SPY211231C00408000,European,Call,408.0,0.4801587302,36.75,0.195985,0.691916,0.00600631,105.161,124.289,-28.3781
SPY211231C00409000,European,Call,409.0,0.4801587302,38.3,0.216575,0.673973,0.00556723,107.714,119.863,-30.9623
SPY211231C00410000,European,Call,410.0,0.4801587302,37.08,0.210862,0.6709,0.00573984,108.124,119.819,-30.4091
SPY211231C00411000,European,Call,411.0,0.4801587302,26.05,0.108619,0.764937,0.00946697,91.8631,144.405,-18.4263
SPY211231C00412000,European,Call,412.0,0.4801587302,34.43,0.197506,0.665381,0.00616864,108.841,119.959,-29.0607
SPY211231C00413000,European,Call,413.0,0.4801587302,33.35,0.19311,0.661193,0.00633964,109.369,119.619,-28.6496
SPY211231C00414000,European,Call,414.0,0.4801587302,30.3,0.170498,0.667739,0.00712588,108.538,122.426,-26.083
SPY211231C00415000,European,Call,415.0,0.4801587302,30.65,0.179343,0.654999,0.00687335,110.123,119.645,-27.2239
SPY211231C00416000,European,Call,416.0,0.4801587302,30.09,0.179682,0.647658,0.00691355,110.976,118.408,-27.3536
SPY211231C00417000,European,Call,417.0,0.4801587302,30.99,0.19309,0.634468,0.00651606,112.401,115.27,-29.0149
SPY211231C00418000,European,Call,418.0,0.4801587302,30.27,0.191774,0.628215,0.00659736,113.028,114.333,-28.9339
SPY211231C00419000,European,Call,419.0,0.4801587302,30.43,0.198216,0.619243,0.0064307,113.873,112.416,-29.7599
SPY211231C00420000,European,Call,420.0,0.4801587302,28.2,0.18342,0.61736,0.00695979,114.043,113.1,-28.0759
SPY211231C00421000,European,Call,421.0,0.4801587302,28.35,0.189643,0.608304,0.00677721,114.819,111.17,-28.8607
SPY211231C00422000,European,Call,422.0,0.4801587302,25.45,0.169003,0.607589,0.00760878,114.877,112.416,-26.4726
SPY211231C00423000,European,Call,423.0,0.4801587302,27.35,0.190387,0.594221,0.00681424,115.899,108.762,-29.0298
SPY211231C00424000,European,Call,424.0,0.4801587302,25.7,0.180683,0.589188,0.00720183,116.248,108.522,-27.911
SPY211231C00425000,European,Call,425.0,0.4801587302,23.93,0.169945,0.583955,0.00767941,116.59,108.298,-26.6592
SPY211231C00426000,European,Call,426.0,0.4801587302,23.5,0.170779,0.576013,0.00767332,117.069,106.875,-26.7665
SPY211231C00427000,European,Call,427.0,0.4801587302,22.24,0.164409,0.569087,0.00799639,117.448,106.059,-26.0094
SPY211231C00428000,European,Call,428.0,0.4801587302,23.3,0.177884,0.559962,0.00741853,117.891,103.679,-27.607
SPY211231C00429000,European,Call,429.0,0.4801587302,23.07,0.180197,0.552444,0.00734304,118.208,102.247,-27.8708
SPY211231C00430000,European,Call,430.0,0.4801587302,20.0,0.158236,0.544837,0.00838181,118.486,102.161,-25.2086
SPY211231C00431000,European,Call,431.0,0.4801587302,19.58,0.158837,0.536457,0.00836811,118.742,100.643,-25.2406
SPY211231C00432000,European,Call,432.0,0.4801587302,19.07,0.158601,0.528062,0.0083949,118.945,99.1658,-25.1627
SPY211231C00433000,European,Call,433.0,0.4801587302,18.42,0.157108,0.519456,0.0084856,119.098,97.7127,-24.922
SPY211231C00434000,European,Call,434.0,0.4801587302,17.35,0.151989,0.509942,0.00877912,119.203,96.2748,-24.2237
SPY211231C00435000,European,Call,435.0,0.4801587302,16.9,0.152054,0.501242,0.00877805,119.24,94.7063,-24.1503
SPY211231C00436000,European,Call,436.0,0.4801587302,16.37,0.15137,0.492325,0.00881612,119.218,93.1316,-23.9743
SPY211231C00437000,European,Call,437.0,0.4801587302,15.65,0.149002,0.482696,0.00894946,119.128,91.5022,-23.5757
SPY211231C00438000,European,Call,438.0,0.4801587302,15.64,0.152581,0.475465,0.00873122,119.015,90.0237,-23.9194
SPY211231C00439000,European,Call,439.0,0.4801587302,15.06,0.151255,0.466227,0.00879282,118.813,88.4069,-23.6333
